scenario,strategy,seed,episode_reward,episode_steps,samples,avg_offered_load_mbps,avg_accepted_load_mbps,avg_capacity_mbps,avg_goodput_mbps,avg_queue,final_capacity_mbps,final_goodput_mbps,final_queue,final_blocked_rate,final_blocked_queue_cap_rate,final_blocked_timeout_rate,final_utilization,final_fairness,avg_utilization,avg_fairness,avg_acceptance_rate,avg_service_rate,final_mean_served_delay_s,final_p95_served_delay_s,final_mean_timeout_delay_s
both_q10_t20,ppo_v4,49,75.38295584234427,600,600,743.3465389769656,741.3984247834164,159.78285295448578,159.18831000332946,73.67166666666667,162.7323264737391,162.7323264737391,82,0.7620431893687708,0.006229235880398671,0.7558139534883721,1.0,0.6532953135945923,0.99875,0.6581716829394294,0.994604440131025,0.22440734255684958,15.114052953156822,20.0,20.0
both_q10_t20,ppo_v4,50,63.89009968807331,600,600,778.7999490711376,771.333590682094,157.4750270817819,156.93568874508713,74.02,159.55854129826454,159.55854129826452,80,0.7725215960510078,0.01316330728095434,0.7593582887700535,1.0,0.6460158903659952,0.9983333333333333,0.6632938182771608,0.9894963197288797,0.1995932019522625,15.050739957716702,20.0,20.0
both_q10_t20,ppo_v4,51,68.84907692636008,600,600,770.4303003527792,764.1785269941093,158.8952860998916,158.4236090301633,74.13833333333334,158.60435380791978,158.60435380791975,78,0.7728577285772857,0.009020090200902008,0.7638376383763837,1.0,0.6218969625280296,0.9989583333333333,0.6551615608481421,0.9939108689860804,0.2145831609071539,14.521008403361344,20.0,20.0
both_q15_t20,ppo_v4,42,67.33458995815674,600,600,766.2760178948384,766.2760178948384,158.3304149494887,157.79067408386112,73.15333333333334,156.12030133355066,156.12030133355066,92,0.7619246861924687,0.0,0.7619246861924687,1.0,0.6796724749905261,0.99625,0.6576102055042783,1.0,0.19831108187267488,14.645702306079665,20.0,20.0
both_q15_t20,ppo_v4,43,69.25613568700321,600,600,759.8008368706072,759.7798667372267,158.6900580940305,158.3716389164684,75.905,156.4300892994309,156.43008929943085,71,0.7583265637692933,0.00040617384240454913,0.7579203899268887,1.0,0.7038430354175141,0.9985416666666667,0.661699427438308,0.9997771199485666,0.21267487394508622,15.395038167938932,20.0,20.0
both_q15_t20,ppo_v4,44,71.1435395034291,600,600,764.4133077715236,764.4133077715236,159.9085799576167,159.303244983079,74.2,154.19634458987738,154.1963445898774,77,0.7639802631578947,0.0,0.7639802631578947,1.0,0.6887386506698299,0.9989583333333333,0.6590622936360069,1.0,0.21844449890747047,14.146881287726359,20.0,20.0
both_q15_t20,ppo_v4,45,70.17757458737604,600,600,787.1612102454801,787.1612102454801,160.58555600510468,159.97498868795455,74.33,153.4355044970465,153.43550449704648,80,0.7680623973727422,0.0,0.7680623973727422,1.0,0.6666627165431153,0.9985416666666667,0.6519480707063746,1.0,0.2241785177645588,13.948453608247423,20.0,20.0
both_q15_t20,ppo_v4,46,81.57988314026365,600,600,752.7792334683929,752.7792334683929,160.4710352428631,160.11570478931168,71.915,157.9320370936911,157.9320370936911,65,0.7759211653813196,0.0,0.7759211653813196,1.0,0.7315717010764378,0.9985416666666667,0.6510448402466037,1.0,0.20492810222556357,14.927947598253276,20.0,20.0
both_q15_t20,ppo_v4,47,69.24665213885507,600,600,776.7866375396233,776.7866375396233,160.5777727427511,160.1734738478308,74.12666666666667,156.12030133355066,155.93757670999472,76,0.7832080200501254,0.0,0.7832080200501254,1.0,0.6796724749905261,0.9995833333333334,0.6475338878347113,1.0,0.18052005327911902,14.943566591422123,20.0,20.0
both_q15_t20,ppo_v4,48,64.5788087411019,600,600,786.1313096884865,786.1313096884865,161.26008915055527,160.81287262881793,75.38166666666666,158.56991462140212,158.56991462140215,72,0.7745259686727123,0.0,0.7745259686727123,1.0,0.7222007585901669,0.9975,0.6426611566950972,1.0,0.19885597778919495,15.294736842105262,20.0,20.0
both_q15_t20,ppo_v4,49,74.37930435005666,600,600,743.3465389769656,743.3465389769656,159.7377497930272,159.15142746737916,74.18833333333333,162.7323264737391,162.7323264737391,82,0.7612126245847176,0.0,0.7612126245847176,1.0,0.6532953135945923,0.99875,0.6579209305699996,1.0,0.2246757087722619,15.158215010141987,20.0,20.0
both_q15_t20,ppo_v4,50,61.0628992603054,600,600,778.7999490711376,778.762374768886,157.34188264120408,156.8169063399858,75.16,159.55854129826454,159.55854129826452,80,0.7737556561085973,0.00041135335252982314,0.7733443027560675,1.0,0.6460158903659952,0.9983333333333333,0.6615831354282486,0.9998911299729755,0.19574575478297226,15.148936170212766,20.0,20.0
both_q15_t20,ppo_v4,51,68.72703049653212,600,600,770.4303003527792,770.4303003527792,158.9377164030698,158.46050529726224,74.87666666666667,158.60435380791978,158.60435380791975,78,0.7724477244772447,0.0,0.7724477244772447,1.0,0.6218969625280296,0.9989583333333333,0.6543276641682195,1.0,0.21402625764048816,14.540880503144654,20.0,20.0
