time,offered_load_mbps,accepted_load_mbps,capacity_sum_mbps,goodput_sum_mbps,served_step_mb,queue_sum,blocked_rate,blocked_queue_cap_rate,blocked_timeout_rate,acceptance_rate,service_rate,mean_served_delay_s,p95_served_delay_s,mean_timeout_delay_s,utilization,fairness
0.0,703.6186769761823,703.6186769761823,24.44751140943256,24.44751140943256,3.05593892617907,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.125,1.0
1.0,1261.980745952984,1261.980745952984,110.14930182492371,110.14930182492371,13.768662728115464,5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.9920723859279059
2.0,559.6379256032739,559.6379256032739,179.8828847356583,165.29651853340113,20.66206481667514,7,0.0,0.0,0.0,1.0,0.125,1.0,1.0,0.0,0.875,0.989625997985353
3.0,463.13746859183635,463.13746859183635,193.50765461564228,177.0129299782527,22.12661624728159,10,0.0,0.0,0.0,1.0,0.16666666666666666,2.0,3.0,0.0,1.0,0.9353267327069498
4.0,341.37559844016903,341.37559844016903,197.10997202240287,197.1099720224029,24.638746502800362,12,0.0,0.0,0.0,1.0,0.14285714285714285,2.0,3.0,0.0,1.0,0.8908556105723443
5.0,507.35963167267755,507.35963167267755,195.30817806900257,195.3081780690026,24.413522258625324,16,0.0,0.0,0.0,1.0,0.1111111111111111,2.0,3.0,0.0,1.0,0.779543558534431
6.0,1062.7682811428622,1062.7682811428622,189.89344830933186,189.89344830933183,23.73668103866648,21,0.0,0.0,0.0,1.0,0.08695652173913043,2.0,3.0,0.0,1.0,0.7135319071226545
7.0,1828.4493521560178,1828.4493521560178,193.23680796279598,193.23680796279598,24.154600995349497,23,0.0,0.0,0.0,1.0,0.14814814814814814,2.75,5.0,0.0,1.0,0.6660289442746757
8.0,749.7023258108106,749.7023258108106,194.37240728796775,191.35383265900887,23.91922908237611,22,0.0,0.0,0.0,1.0,0.2413793103448276,3.857142857142857,7.0,0.0,1.0,0.584175052098359
9.0,659.6738874408321,659.6738874408321,188.14666181442936,188.14666181442936,23.51833272680367,25,0.0,0.0,0.0,1.0,0.21875,3.857142857142857,7.0,0.0,1.0,0.6335508199002863
10.0,39.83486396844859,39.83486396844859,186.8757091733506,186.87570917335057,23.35946364666882,27,0.0,0.0,0.0,1.0,0.20588235294117646,3.857142857142857,7.0,0.0,1.0,0.6667986087217913
11.0,3001.539703835744,3001.539703835744,185.3266763390632,185.3266763390632,23.1658345423829,36,0.0,0.0,0.0,1.0,0.16279069767441862,3.857142857142857,7.0,0.0,1.0,0.6397539751511164
12.0,904.5125419341542,904.5125419341542,185.81353071455834,185.8135307145583,23.22669133931979,40,0.0,0.0,0.0,1.0,0.16666666666666666,4.625,10.0,0.0,1.0,0.6278750371281715
13.0,1383.2189326374316,1383.2189326374316,186.17212618929636,186.17212618929636,23.271515773662045,46,0.0,0.0,0.0,1.0,0.14814814814814814,4.625,10.0,0.0,1.0,0.6276004203814776
14.0,1010.0456596088218,965.3041214713509,186.5143525322842,186.5143525322842,23.314294066535524,54,0.015873015873015872,0.015873015873015872,0.0,0.9841269841269841,0.12698412698412698,4.625,10.0,0.0,1.0,0.6273526974618808
15.0,875.8063699983825,695.7555267227697,186.83789749891068,186.83789749891062,23.354737187363828,57,0.029411764705882353,0.029411764705882353,0.0,0.9705882352941176,0.1323529411764706,5.111111111111111,10.0,0.0,1.0,0.6271336313434039
16.0,121.4841319239742,121.4841319239742,187.14054470369544,187.14054470369538,23.392568087961923,58,0.028169014084507043,0.028169014084507043,0.0,0.971830985915493,0.15492957746478872,6.181818181818182,14.0,0.0,1.0,0.6269444114958281
17.0,234.02849087564957,8.0,187.42039668342395,187.42039668342392,23.42754958542799,58,0.0410958904109589,0.0410958904109589,0.0,0.958904109589041,0.1643835616438356,6.333333333333333,10.0,0.0,1.0,0.6267849566548541
18.0,1077.4413515255446,829.4496095214137,187.67606553209458,187.67606553209455,23.45950819151182,63,0.04938271604938271,0.04938271604938271,0.0,0.9506172839506173,0.1728395061728395,6.928571428571429,13.0,0.0,1.0,0.6266533535411656
19.0,713.7312765953186,619.9902331303037,187.7408156614587,187.7408156614587,23.467601957682337,66,0.05747126436781609,0.05747126436781609,0.0,0.9425287356321839,0.1839080459770115,7.6875,14.0,0.0,1.0,0.6277799964842541
20.0,73.22116444730685,73.22116444730685,187.33104073562072,187.33104073562072,23.41638009195259,64,0.06818181818181818,0.056818181818181816,0.011363636363636364,0.9431818181818182,0.20454545454545456,8.5,19.0,20.0,1.0,0.6289581798497856
21.0,260.08140263405517,260.08140263405517,187.27804245049626,187.2780424504963,23.409755306312036,64,0.08791208791208792,0.054945054945054944,0.03296703296703297,0.945054945054945,0.2087912087912088,8.578947368421053,19.0,20.0,1.0,0.6298490554410836
22.0,646.5771919018002,603.7383223898818,187.45706360583645,187.45706360583645,23.432132950729557,66,0.09473684210526316,0.06315789473684211,0.031578947368421054,0.9368421052631579,0.21052631578947367,8.6,19.0,20.0,1.0,0.6297553217909524
23.0,798.1648684821362,798.1648684821362,187.61267684685527,187.6126768468553,23.45158460585691,66,0.10204081632653061,0.061224489795918366,0.04081632653061224,0.9387755102040817,0.22448979591836735,9.090909090909092,19.0,20.0,1.0,0.6296551463579603
24.0,1147.0630940681867,1147.0630940681867,187.74548999119082,187.74548999119088,23.46818624889886,66,0.11,0.06,0.05,0.94,0.23,9.565217391304348,19.0,20.0,1.0,0.6295400733384485
25.0,625.5572574431533,512.4525835505547,187.85591669527716,187.85591669527713,23.48198958690964,63,0.13592233009708737,0.06796116504854369,0.06796116504854369,0.9320388349514563,0.2524271844660194,9.961538461538462,19.0,20.0,1.0,0.6294024899304083
