time,offered_load_mbps,accepted_load_mbps,capacity_sum_mbps,goodput_sum_mbps,served_step_mb,queue_sum,blocked_rate,blocked_queue_cap_rate,blocked_timeout_rate,acceptance_rate,service_rate,mean_served_delay_s,p95_served_delay_s,mean_timeout_delay_s,utilization,fairness
0.0,594.8771064924482,594.8771064924482,85.39055364342754,85.39055364342754,10.673819205428442,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.375,0.9877331905282554
1.0,218.69105492240084,218.69105492240084,135.54553382424697,119.09802241481442,14.887252801851803,4,0.0,0.0,0.0,1.0,0.2,1.0,1.0,0.0,0.625,0.9876433792061148
2.0,649.6457038870027,649.6457038870027,192.49091271686535,192.49091271686535,24.06136408960817,10,0.0,0.0,0.0,1.0,0.09090909090909091,1.0,1.0,0.0,1.0,0.9830725941199031
3.0,1063.9413918211571,1063.9413918211571,186.6508627828659,186.6508627828659,23.331357847858236,16,0.0,0.0,0.0,1.0,0.058823529411764705,1.0,1.0,0.0,1.0,0.9568572775274592
4.0,377.74252140160706,377.74252140160706,182.5253290806922,172.41775501391464,21.55221937673933,17,0.0,0.0,0.0,1.0,0.10526315789473684,1.5,2.0,0.0,1.0,0.9880558053507421
5.0,0.0,0.0,187.90790410641273,187.90790410641273,23.48848801330159,16,0.0,0.0,0.0,1.0,0.15789473684210525,2.3333333333333335,4.0,0.0,1.0,0.9736190010938036
6.0,411.5588377520399,161.96411477348008,176.92381647516464,141.77814471818388,17.722268089772985,15,0.045454545454545456,0.045454545454545456,0.0,0.9545454545454546,0.2727272727272727,3.8333333333333335,7.0,0.0,1.0,0.9668886300178526
7.0,1162.2704475660719,1162.2704475660719,171.4624469418591,162.95897356404743,20.36987169550593,19,0.037037037037037035,0.037037037037037035,0.0,0.9629629629629629,0.25925925925925924,4.142857142857143,7.0,0.0,1.0,0.9632872842729144
8.0,481.08225344519826,481.08225344519826,165.0207902119504,165.02079021195038,20.627598776493798,22,0.03333333333333333,0.03333333333333333,0.0,0.9666666666666667,0.23333333333333334,4.142857142857143,7.0,0.0,1.0,0.9453862432734677
9.0,686.0230711936568,686.0230711936568,159.19187313613747,159.19187313613747,19.898984142017184,28,0.027777777777777776,0.027777777777777776,0.0,0.9722222222222222,0.19444444444444445,4.142857142857143,7.0,0.0,1.0,0.9789269040686513
10.0,2196.37161692506,2196.37161692506,159.44337554232024,159.44337554232024,19.93042194279003,30,0.024390243902439025,0.024390243902439025,0.0,0.975609756097561,0.24390243902439024,3.9,7.0,0.0,1.0,0.9791428851910041
11.0,401.417916751013,401.417916751013,159.696416684614,159.69641668461404,19.962052085576754,33,0.022727272727272728,0.022727272727272728,0.0,0.9772727272727273,0.22727272727272727,3.9,7.0,0.0,1.0,0.9793444636901335
12.0,3456.9294055870328,3296.213153461456,159.94942008904,159.94942008904002,19.993677511130002,37,0.04,0.04,0.0,0.96,0.22,4.7272727272727275,13.0,0.0,1.0,0.9795350073913158
13.0,1045.2957374146588,344.1890408979598,154.45258088418964,154.45258088418964,19.306572610523705,38,0.05660377358490566,0.05660377358490566,0.0,0.9433962264150944,0.22641509433962265,4.75,7.0,0.0,1.0,0.9470249628861819
14.0,1335.2656218628467,391.5199088495238,153.769315771617,153.769315771617,19.221164471452123,39,0.07272727272727272,0.07272727272727272,0.0,0.9272727272727272,0.21818181818181817,4.75,7.0,0.0,1.0,0.9546556974966425
15.0,206.51473565235122,206.51473565235122,154.00768413003397,154.00768413003397,19.250960516254246,41,0.06896551724137931,0.06896551724137931,0.0,0.9310344827586207,0.22413793103448276,5.461538461538462,13.0,0.0,1.0,0.9545796001387606
16.0,1144.0532801687077,964.7776866483459,152.81466456502685,152.81466456502682,19.101833070628352,44,0.09375,0.09375,0.0,0.90625,0.21875,5.857142857142857,13.0,0.0,1.0,0.9504842092660388
17.0,301.4923531262201,301.4923531262201,149.75348427256074,149.75348427256074,18.719185534070093,48,0.08695652173913043,0.08695652173913043,0.0,0.9130434782608695,0.21739130434782608,6.666666666666667,14.0,0.0,1.0,0.9383913877330647
18.0,408.9624777428418,263.715693797092,149.49039690905943,149.49039690905946,18.686299613632432,49,0.09722222222222222,0.09722222222222222,0.0,0.9027777777777778,0.2222222222222222,6.875,14.0,0.0,1.0,0.9418187331112716
19.0,907.1521103533767,488.50595350971776,149.25878080902007,149.25878080902007,18.65734760112751,50,0.12987012987012986,0.12987012987012986,0.0,0.8701298701298701,0.22077922077922077,7.588235294117647,18.0,0.0,1.0,0.9448660005582624
20.0,722.3156032900532,572.9081504108947,149.30798714745652,149.3079871474565,18.66349839343206,52,0.13580246913580246,0.13580246913580246,0.0,0.8641975308641975,0.2222222222222222,8.222222222222221,19.0,0.0,1.0,0.9452681966124004
21.0,306.7750005421573,175.40928047751174,149.3422955153949,149.34229551539494,18.667786939424367,53,0.14285714285714285,0.14285714285714285,0.0,0.8571428571428571,0.2261904761904762,8.421052631578947,19.0,0.0,1.0,0.9457286077804707
22.0,934.1201081939319,634.3343459988854,149.36203300780176,149.36203300780176,18.67025412597522,55,0.14942528735632185,0.14942528735632185,0.0,0.8505747126436781,0.21839080459770116,8.421052631578947,19.0,0.0,1.0,0.9462387773121557
23.0,536.9939701218672,536.9939701218672,149.36759371571446,149.36759371571446,18.670949214464308,59,0.14285714285714285,0.14285714285714285,0.0,0.8571428571428571,0.2087912087912088,8.421052631578947,19.0,0.0,1.0,0.9467896447223213
24.0,727.712345280504,553.6312653176793,149.3593403996576,149.3593403996576,18.6699175499572,61,0.16494845360824742,0.16494845360824742,0.0,0.8350515463917526,0.20618556701030927,9.1,19.0,0.0,1.0,0.9473723271859366
25.0,716.9757546701201,716.9757546701201,149.85652590994425,149.85652590994422,18.732065738743028,63,0.16,0.16,0.0,0.84,0.21,9.714285714285714,22.0,0.0,1.0,0.9427751631886879
26.0,537.1077314477232,537.1077314477232,148.64287095463115,148.64287095463115,18.580358869328894,65,0.1568627450980392,0.1568627450980392,0.0,0.8431372549019608,0.20588235294117646,9.714285714285714,22.0,0.0,1.0,0.9587005152523966
27.0,262.18276210397755,39.90349888685134,148.67850683010164,148.67850683010164,18.584813353762705,63,0.17142857142857143,0.17142857142857143,0.0,0.8285714285714286,0.22857142857142856,10.416666666666666,22.0,0.0,1.0,0.9582702912445729
28.0,46.409632781322436,46.409632781322436,148.7628322197678,148.76283221976777,18.59535402747097,63,0.16981132075471697,0.16981132075471697,0.0,0.8301886792452831,0.2358490566037736,10.88,22.0,0.0,1.0,0.9578096460686224
29.0,22.857887581752713,0.0,148.9113212505882,148.9113212505882,18.613915156323525,61,0.17757009345794392,0.17757009345794392,0.0,0.822429906542056,0.2523364485981308,11.407407407407407,22.0,0.0,1.0,0.9576195867304982
30.0,1047.2677574795553,1047.2677574795553,149.42835773156884,149.42835773156884,18.678544716446105,68,0.16666666666666666,0.16666666666666666,0.0,0.8333333333333334,0.23684210526315788,11.407407407407407,22.0,0.0,1.0,0.9536310593475466
31.0,1102.8553913772248,715.8169220543563,148.55495742832713,148.55495742832713,18.56936967854089,71,0.17647058823529413,0.17647058823529413,0.0,0.8235294117647058,0.226890756302521,11.407407407407407,22.0,0.0,1.0,0.9657121424224631
32.0,2132.863651068925,844.8028639159412,150.27732169446244,150.27732169446244,18.784665211807805,72,0.192,0.192,0.0,0.808,0.232,12.03448275862069,22.0,0.0,1.0,0.9449458143219376
33.0,18.89285142503372,18.89285142503372,150.20864489070073,150.20864489070073,18.77608061133759,72,0.19047619047619047,0.19047619047619047,0.0,0.8095238095238095,0.23809523809523808,12.2,22.0,0.0,1.0,0.9472221507876543
34.0,640.0002100725886,297.59717706219953,150.54493841132722,150.54493841132725,18.818117301415906,72,0.1953125,0.1953125,0.0,0.8046875,0.2421875,12.451612903225806,22.0,0.0,1.0,0.9450213735010081
35.0,1020.0872634106372,624.2077672305226,150.47039024911834,150.47039024911837,18.808798781139796,75,0.21481481481481482,0.21481481481481482,0.0,0.7851851851851852,0.22962962962962963,12.451612903225806,22.0,0.0,1.0,0.9461960304286678
36.0,602.3615513913776,101.93076848702465,150.55465266345234,150.55465266345234,18.819331582931543,76,0.2357142857142857,0.2357142857142857,0.0,0.7642857142857142,0.22142857142857142,12.451612903225806,22.0,0.0,1.0,0.9461071448507646
37.0,802.382439673801,219.55356379430498,151.386414582602,151.38641458260201,18.923301822825252,79,0.2413793103448276,0.2413793103448276,0.0,0.7586206896551724,0.21379310344827587,12.451612903225806,22.0,0.0,1.0,0.9377733445787736
38.0,317.4198941618515,0.0,151.3796801788233,151.3796801788233,18.92246002235291,77,0.25170068027210885,0.25170068027210885,0.0,0.7482993197278912,0.22448979591836735,13.727272727272727,25.0,0.0,1.0,0.9381347167815796
39.0,1102.822984841943,126.68778891829999,150.66195707293906,150.6619570729391,18.832744634117386,78,0.26973684210526316,0.26973684210526316,0.0,0.7302631578947368,0.21710526315789475,13.727272727272727,25.0,0.0,1.0,0.9455276719861735
40.0,411.73568562692947,30.608490530367114,150.6917879749745,150.69178797497452,18.836473496871815,79,0.2727272727272727,0.2727272727272727,0.0,0.7272727272727273,0.21428571428571427,13.727272727272727,25.0,0.0,1.0,0.9454242673105204
41.0,2148.64940769889,1116.512229507764,151.0336323967134,151.03363239671341,18.879204049589177,80,0.2919254658385093,0.2919254658385093,0.0,0.7080745341614907,0.2111801242236025,14.441176470588236,30.0,0.0,1.0,0.9432078209015926
42.0,1744.1490325046045,203.3606267487552,151.1436480446387,151.14364804463872,18.89295600557984,82,0.30538922155688625,0.30538922155688625,0.0,0.6946107784431138,0.20359281437125748,14.441176470588236,30.0,0.0,1.0,0.9427480468750141
43.0,523.3945123788427,176.96537237267478,151.2382250715625,151.2382250715625,18.904778133945314,79,0.32941176470588235,0.31176470588235294,0.01764705882352941,0.6882352941176471,0.20588235294117646,14.628571428571428,30.0,40.0,1.0,0.9421770753943053
44.0,638.812645383555,454.2463166787061,151.32466268833616,145.62206472211668,18.202758090264584,80,0.32947976878612717,0.31213872832369943,0.017341040462427744,0.6878612716763006,0.20809248554913296,14.75,30.0,40.0,1.0,0.9414094975712021
45.0,461.20679727500703,338.68575004185,151.46156338069162,151.46156338069164,18.932695422586455,81,0.32954545454545453,0.3125,0.017045454545454544,0.6875,0.21022727272727273,15.297297297297296,35.0,40.0,1.0,0.9398007488517987
46.0,744.003304772009,0.0,151.58230062558,151.58230062558002,18.947787578197502,81,0.3407821229050279,0.3240223463687151,0.01675977653631285,0.6759776536312849,0.20670391061452514,15.297297297297296,35.0,40.0,1.0,0.9380974538332248
