scenario,strategy,seed,samples,avg_offered_load_mbps,avg_accepted_load_mbps,avg_capacity_mbps,avg_goodput_mbps,avg_queue,final_capacity_mbps,final_goodput_mbps,final_queue,final_blocked_rate,final_blocked_queue_cap_rate,final_blocked_timeout_rate,final_utilization,final_fairness,avg_utilization,avg_fairness,avg_acceptance_rate,avg_service_rate,final_mean_served_delay_s,final_p95_served_delay_s,final_mean_timeout_delay_s
both_int3,proportional_fair,42,600,766.2760178948384,627.2476190687458,176.76234489613842,176.6095558564886,59.151666666666664,177.21860265028607,177.21860265028602,72,0.7389121338912134,0.1774058577405858,0.5615062761506276,1.0,0.9120206238877434,0.99625,0.8268759250424238,0.8386341773403535,0.22569341576908714,15.26268115942029,20.0,20.0
both_int3,proportional_fair,43,600,759.8008368706072,608.0862664596233,177.96684834362023,177.92661566621385,59.221666666666664,179.11209785989274,179.11209785989274,61,0.7392363931762794,0.1990251827782291,0.5402112103980503,1.0,0.8311659834095301,0.9985416666666667,0.8192831392041311,0.8140515430009366,0.23500879879395753,15.390705679862306,20.0,20.0
both_int3,proportional_fair,44,600,764.4133077715236,620.0905668672311,177.48476959817833,177.2916262578973,59.175,182.80087064921997,182.80087064921995,61,0.7376644736842105,0.18791118421052633,0.5497532894736842,1.0,0.7695965871763242,0.9989583333333333,0.8254836757386617,0.8244888003142864,0.2543848447785658,15.098786828422877,20.0,20.0
both_int3,proportional_fair,45,600,787.1612102454801,637.9943782348126,177.9339505597329,177.77809618003502,59.098333333333336,173.18970307084032,173.18970307084027,62,0.7335796387520526,0.18596059113300492,0.5476190476190477,1.0,0.8313034745100419,0.9985416666666667,0.8220758235809861,0.8323433643368466,0.2669426965590462,14.749574105621805,20.0,20.0
both_int3,proportional_fair,46,600,752.7792334683929,617.6161193501331,177.9078418500483,177.8146552108013,57.83166666666666,179.19239675630618,179.19239675630618,58,0.7412167952013711,0.17480719794344474,0.5664095972579263,1.0,0.8256124277237072,0.9985416666666667,0.8229346675952054,0.8276226521401026,0.23442549275439328,15.247252747252746,20.0,20.0
both_int3,proportional_fair,47,600,776.7866375396233,636.7842992563644,177.5709816136455,177.46318615151273,59.48166666666667,177.3096084583491,177.30960845834906,60,0.7543859649122807,0.18003341687552213,0.5743525480367586,1.0,0.7787502180916096,0.9995833333333334,0.819057866430025,0.8207086469280818,0.2030555442284852,15.354166666666666,20.0,20.0
both_int3,proportional_fair,48,600,786.1313096884865,638.1869442381219,177.6549578481664,177.5936940207778,60.14333333333333,183.92557824904026,183.92557824904029,58,0.765045342126958,0.19084913437757625,0.5741962077493817,1.0,0.8791827313880491,0.9975,0.8205807528919674,0.823234116434324,0.21237304494185621,15.677734375,20.0,20.0
both_int3,proportional_fair,49,600,743.3465389769656,605.296537544298,177.01545099715935,176.73161608887742,59.32666666666667,174.8778296616665,174.87782966166645,63,0.7479235880398671,0.18272425249169436,0.5651993355481728,1.0,0.8440929155392716,0.99875,0.8347616012748337,0.8397973208228209,0.24688589601370442,15.172794117647058,20.0,20.0
both_int3,proportional_fair,50,600,778.7999490711376,634.6279313644312,177.51842143553966,177.4140342203047,59.43666666666667,181.2390369536955,181.23903695369552,58,0.7531879884821061,0.19127930892636774,0.5619086795557384,1.0,0.7467565915995598,0.9983333333333333,0.8262075654485618,0.8273042904087746,0.23425936197912098,15.234317343173432,20.0,20.0
both_int3,proportional_fair,51,600,770.4303003527792,614.7591957704458,178.10268235456948,178.03922607645552,59.17333333333333,178.07716176358295,178.07716176358292,53,0.7597375973759738,0.1972119721197212,0.5625256252562526,1.0,0.755000206419335,0.9989583333333333,0.8254186821551712,0.8259978460918651,0.2339159789674127,15.142589118198874,20.0,20.0
both_int3,round_robin,42,600,766.2760178948384,616.525763974026,172.79682202074963,172.28312358615497,57.55833333333333,171.87717620590024,171.87717620590018,71,0.7414225941422594,0.18284518828451882,0.5585774058577406,1.0,0.9465398708118147,0.99625,0.9526735433872743,0.832552104682669,0.22350189664368023,13.937842778793419,20.0,20.0
both_int3,round_robin,43,600,759.8008368706072,601.4056046964903,173.66573566307278,173.18837522466066,57.99666666666667,173.82302322091792,173.82302322091786,62,0.7420796100731113,0.2051177904142973,0.536961819658814,1.0,0.9679971305178804,0.9985416666666667,0.9529710757930293,0.8067387158734621,0.23431334264176878,14.546247818499127,20.0,20.0
both_int3,round_robin,44,600,764.4133077715236,620.9988203576893,173.9350344931935,173.33178760494064,57.865,174.08813700428215,174.08813700428215,59,0.748766447368421,0.19161184210526316,0.5571546052631579,1.0,0.9687486389484704,0.9989583333333333,0.953091535753574,0.823496087730237,0.2478570011571234,13.664855072463768,20.0,20.0
both_int3,round_robin,45,600,787.1612102454801,628.0026170308265,173.79536551475482,173.16056829761254,57.693333333333335,171.87717620590024,171.87717620590018,61,0.7413793103448276,0.19540229885057472,0.5459770114942529,1.0,0.9465398708118147,0.9985416666666667,0.9530578589018603,0.8174525592915926,0.25446184810214184,13.848857644991213,20.0,20.0
both_int3,round_robin,46,600,752.7792334683929,610.5079501464996,173.8814522902797,173.36254930762095,56.79,174.05482135088496,174.05482135088494,60,0.7489288774635818,0.18209083119108826,0.5668380462724936,1.0,0.9700953482758139,0.9985416666666667,0.9537437540561621,0.8203763714293043,0.2273965657684732,14.505703422053232,20.0,20.0
both_int3,round_robin,47,600,776.7866375396233,632.1690252355485,173.33530152655473,172.8875635783048,58.461666666666666,174.47527677868808,174.47527677868808,59,0.7656641604010025,0.1858813700918964,0.5797827903091061,1.0,0.9721448280885548,0.9995833333333334,0.9513103109873191,0.8128768106086945,0.19583151898395504,14.374501992031872,20.0,20.0
both_int3,round_robin,48,600,786.1313096884865,629.7180423677664,173.20033246933417,172.69504944130546,58.78333333333333,176.6198484347224,176.61984843472237,56,0.7720527617477329,0.19868095630667765,0.5733718054410553,1.0,0.9743682111628683,0.9975,0.9534803551406991,0.814559082261917,0.19669399939139046,14.631790744466802,20.0,20.0
both_int3,round_robin,49,600,743.3465389769656,601.3609203100885,173.6882822210416,172.86886803496492,58.01166666666666,172.716106773708,172.71610677370796,62,0.7429401993355482,0.18397009966777408,0.5589700996677741,1.0,0.9675437958003261,0.99875,0.9531504931907847,0.8378223294719145,0.25350354159029126,13.971274685816876,20.0,20.0
both_int3,round_robin,50,600,778.7999490711376,629.556270126596,173.47658952571152,173.00001898444478,58.045,174.47527677868808,174.47527677868808,54,0.7585355820649938,0.19909502262443438,0.5594405594405595,1.0,0.9721448280885548,0.9983333333333333,0.9530512819191085,0.8200156575655596,0.2275755647407665,14.25891181988743,20.0,20.0
both_int3,round_robin,51,600,770.4303003527792,610.5012733403317,173.60084785671367,173.1389751233753,57.776666666666664,173.82302322091792,173.82302322091786,51,0.7621976219762198,0.2021320213202132,0.5600656006560065,1.0,0.9679971305178804,0.9989583333333333,0.9517263515903058,0.8207081849665478,0.22640813231943133,13.935727788279774,20.0,20.0
both_int3,longest_queue_first,42,600,766.2760178948384,615.8991350521989,173.36044996353988,172.98091672373084,58.04,173.83801375426552,173.83801375426546,72,0.7384937238493724,0.1815899581589958,0.5569037656903766,1.0,0.9256467107339658,0.99625,0.943195040575211,0.8339110502621384,0.22569712607647072,14.433996383363471,20.0,20.0
