scenario,strategy,seed,samples,avg_offered_load_mbps,avg_accepted_load_mbps,avg_capacity_mbps,avg_goodput_mbps,avg_queue,final_capacity_mbps,final_goodput_mbps,final_queue,final_blocked_rate,final_blocked_queue_cap_rate,final_blocked_timeout_rate,final_utilization,final_fairness,avg_utilization,avg_fairness,avg_acceptance_rate,avg_service_rate,final_mean_served_delay_s,final_p95_served_delay_s,final_mean_timeout_delay_s
baseline_timeout,greedy_backlog,47,600,776.7866375396233,776.7866375396233,192.98720565028427,192.91047108958884,74.4,199.7443914181757,199.7443914181757,76,0.7389306599832915,0.0,0.7389306599832915,1.0,0.989596132544125,0.9995833333333334,0.983592972370896,1.0,0.21787690783432026,16.438979963570127,20.0,20.0
baseline_timeout,greedy_backlog,48,600,786.1313096884865,786.1313096884865,191.96986164537304,191.9227835556232,75.66166666666666,181.59994720888767,181.59994720888767,75,0.7221764220939819,0.0,0.7221764220939819,1.0,0.9640704632548746,0.9975,0.98384883788781,1.0,0.24522640063288004,16.76794657762938,20.0,20.0
baseline_timeout,greedy_backlog,49,600,743.3465389769656,743.3465389769656,191.97331466885979,191.7232561317643,74.405,196.40327802210325,196.40327802210325,86,0.7180232558139535,0.0,0.7180232558139535,1.0,0.9907036578332288,0.99875,0.9847124096782585,1.0,0.2674408213754829,16.42664418212479,20.0,20.0
baseline_timeout,greedy_backlog,50,600,778.7999490711376,778.7999490711376,192.89799955790988,192.7845058015706,75.125,203.9661072563603,203.9661072563603,82,0.7149321266968326,0.0,0.7149321266968326,1.0,0.9894717915409121,0.9983333333333333,0.9835100824367572,1.0,0.2581072695092308,16.450081833060555,20.0,20.0
baseline_timeout,greedy_backlog,51,600,770.4303003527792,770.4303003527792,193.16440603183125,193.13164697878528,75.425,193.757268905922,193.757268905922,78,0.7273472734727348,0.0,0.7273472734727348,1.0,0.9788450184841792,0.9989583333333333,0.9854177513613552,1.0,0.24863755995425024,16.29471890971039,20.0,20.0
baseline_both,proportional_fair,42,600,766.2760178948384,619.712723429976,156.78059519568217,156.6485932557881,59.41833333333334,156.27811871427932,156.27811871427932,72,0.7635983263598326,0.18242677824267783,0.5811715481171548,1.0,0.9288984239016546,0.99625,0.825715945999669,0.8348682159633718,0.20303737373337918,15.350912778904664,20.0,20.0
baseline_both,proportional_fair,43,600,759.8008368706072,606.870406529139,158.0972830801284,158.05998807397708,59.651666666666664,159.4795961704567,159.4795961704567,62,0.7676685621445979,0.20349309504467913,0.5641754670999187,1.0,0.8292026612305939,0.9985416666666667,0.8156398415897996,0.8104209256504515,0.2036622059131904,15.547058823529412,20.0,20.0
baseline_both,proportional_fair,44,600,764.4133077715236,618.9194433773188,157.52520252110395,157.35051008445282,59.593333333333334,163.5985807482128,163.5985807482128,61,0.766858552631579,0.19161184210526316,0.5752467105263158,1.0,0.7609363641530632,0.9989583333333333,0.8214831333791025,0.8209847267452894,0.2254365601191887,15.096837944664031,20.0,20.0
baseline_both,proportional_fair,45,600,787.1612102454801,633.9617382952987,158.22874643616814,158.12192315089217,59.413333333333334,153.43566086652785,153.43566086652785,61,0.7582101806239737,0.1921182266009852,0.5660919540229885,1.0,0.8402919651048649,0.9985416666666667,0.8196196876592088,0.8252450249035521,0.2402515013376626,14.93939393939394,20.0,20.0
baseline_both,proportional_fair,46,600,752.7792334683929,613.9835594314096,158.1720014318108,158.10969650706588,58.123333333333335,158.71343739594784,158.71343739594786,61,0.7664952870608398,0.17866323907455012,0.5878320479862896,1.0,0.8380158383542243,0.9985416666666667,0.8193714594392092,0.8248880430343631,0.20914516805941047,15.258264462809917,20.0,20.0
