scenario,strategy,avg_offered_load_mbps_mean,avg_offered_load_mbps_std,avg_accepted_load_mbps_mean,avg_accepted_load_mbps_std,avg_capacity_mbps_mean,avg_capacity_mbps_std,avg_goodput_mbps_mean,avg_goodput_mbps_std,avg_queue_mean,avg_queue_std,final_queue_mean,final_queue_std,final_blocked_rate_mean,final_blocked_rate_std,final_blocked_queue_cap_rate_mean,final_blocked_queue_cap_rate_std,final_blocked_timeout_rate_mean,final_blocked_timeout_rate_std,final_utilization_mean,final_utilization_std,final_fairness_mean,final_fairness_std,avg_acceptance_rate_mean,avg_acceptance_rate_std,avg_service_rate_mean,avg_service_rate_std,final_mean_served_delay_s_mean,final_mean_served_delay_s_std,final_p95_served_delay_s_mean,final_p95_served_delay_s_std,final_mean_timeout_delay_s_mean,final_mean_timeout_delay_s_std
baseline,greedy_backlog,40.94819224286458,3.0481952965506856,40.94819224286458,3.0481952965506856,51.53695075834363,3.248352239098099,40.84944723446164,2.997800784196396,1.2988333333333333,0.1299526266959818,1.7,1.636391694484477,0.0,0.0,0.0,0.0,0.0,0.0,0.275,0.19364916731037085,0.893714813026301,0.31413687944132374,0.9993333333333332,0.001165343164633504,0.9844331539293348,0.0030474377745439503,2.539184916636804,0.11282351308808791,6.5,0.5270462766947298,0.0,0.0
baseline,longest_queue_first,40.94819224286458,3.0481952965506856,40.94819224286458,3.0481952965506856,51.53695075834363,3.248352239098099,40.84944723446164,2.997800784196396,1.2988333333333333,0.1299526266959818,1.7,1.636391694484477,0.0,0.0,0.0,0.0,0.0,0.0,0.275,0.19364916731037085,0.893714813026301,0.31413687944132374,0.9993333333333332,0.001165343164633504,0.9844331539293348,0.0030474377745439503,2.539184916636804,0.11282351308808791,6.5,0.5270462766947298,0.0,0.0
baseline,proportional_fair,40.94819224286458,3.0481952965506856,40.94819224286458,3.0481952965506856,51.53695075834363,3.248352239098099,40.84944723446164,2.997800784196396,1.2988333333333333,0.1299526266959818,1.7,1.636391694484477,0.0,0.0,0.0,0.0,0.0,0.0,0.275,0.19364916731037085,0.893714813026301,0.31413687944132374,0.9993333333333332,0.001165343164633504,0.9844331539293348,0.0030474377745439503,2.539184916636804,0.11282351308808791,6.5,0.5270462766947298,0.0,0.0
baseline,round_robin,40.94819224286458,3.0481952965506856,40.94819224286458,3.0481952965506856,51.53695075834363,3.248352239098099,40.84944723446164,2.997800784196396,1.2988333333333333,0.1299526266959818,1.7,1.636391694484477,0.0,0.0,0.0,0.0,0.0,0.0,0.275,0.19364916731037085,0.893714813026301,0.31413687944132374,0.9993333333333332,0.001165343164633504,0.9844331539293348,0.0030474377745439503,2.539184916636804,0.11282351308808791,6.5,0.5270462766947298,0.0,0.0
baseline_both,greedy_backlog,768.5925341879835,14.199621615207821,632.2725321540008,11.79648312965887,192.20575722509724,0.5783705207495214,192.09404223404223,0.6278854463807552,59.86516666666667,0.6123953425325469,62.4,5.037636129950019,0.7249899859017113,0.008688968504779371,0.1762022165946608,0.008052861501988947,0.5487877693070505,0.009158999430828072,1.0,0.0,0.985222370230647,0.0037886773690471226,0.8381358171616065,0.00626465189127892,0.25222227108684275,0.0173795628021057,15.559800293820455,0.2648645695586279,20.0,0.0,20.0,0.0
baseline_both,longest_queue_first,768.5925341879835,14.199621615207821,616.454482647425,11.911507239260503,153.3502693990844,0.3576330767224588,153.06119114637846,0.3762841230011607,58.82783333333333,0.5739252166624047,60.1,5.933895104491747,0.7777570386045436,0.01043738708084746,0.19492151897757332,0.008381061113731188,0.5828355196269703,0.01196528511621471,1.0,0.0,0.9371881788288695,0.009086274399575588,0.818616297394178,0.00933087493039702,0.203899908583608,0.019452700799060675,14.674126678874956,0.2651901771603577,20.0,0.0,20.0,0.0
baseline_both,proportional_fair,768.5925341879835,14.199621615207821,621.0067652864225,12.654884381516066,157.73119676112168,0.5083532000161961,157.62802519727595,0.5551874494635062,59.515499999999996,0.5552104761615236,61.3,4.620004810002305,0.7717203187003769,0.009267646880922584,0.19110682381399463,0.00826659233224938,0.5806134948863824,0.010033477427269778,1.0,0.0,0.8193388421427195,0.055789107540742185,0.8234942355055781,0.008482928879419987,0.21011572175369672,0.01771348135339292,15.335913821498213,0.2586389149885761,20.0,0.0,20.0,0.0
baseline_both,round_robin,768.5925341879835,14.199621615207821,616.22191314851,10.68143893826318,152.91003537251953,0.3841359917872104,152.4752722178802,0.3683619759214852,58.464666666666666,0.5165619965660411,60.1,5.971227307309241,0.7789747558256932,0.011949401607974322,0.196370938085006,0.008299344784655127,0.5826038177406873,0.012314529231773515,1.0,0.0,0.9628162532101646,0.010860966359084987,0.8171148846161913,0.009351612026110689,0.20268766106425384,0.018917961839454652,14.323260781278393,0.3349147097320596,20.0,0.0,20.0,0.0
baseline_queue_cap,greedy_backlog,768.5925341879835,14.199621615207821,675.6052978366333,9.967477216376409,190.30180378406402,1.14233659468852,190.190209176726,1.1567170052911888,882.4206666666666,19.62653013929467,1514.0,2.8674417556808356,0.12192241808472451,0.013344225178344877,0.12192241808472451,0.013344225178344877,0.0,0.0,1.0,0.0,0.9740207033863252,0.014786390483107703,0.9888237423621911,0.002472217273467255,0.2509574283203528,0.016258944393858905,217.33390923530965,7.447659478228155,428.5,19.21949242016784,0.0,0.0
baseline_queue_cap,longest_queue_first,768.5925341879835,14.199621615207821,636.0310066646111,9.556644034375177,150.65637805010314,0.3942974113616639,150.538263814109,0.36853249524473897,916.9328333333333,17.508683419737533,1512.2,6.5455667779378635,0.17351786199429042,0.012563502371022653,0.17351786199429042,0.012563502371022653,0.0,0.0,1.0,0.0,0.9324793374013678,0.01023055659331022,0.9747672591988591,0.003688042299060063,0.200666134338832,0.015435349601931624,239.5988616388093,7.069434384018491,459.0,8.339997335464536,0.0,0.0
