time,offered_load_mbps,accepted_load_mbps,capacity_sum_mbps,goodput_sum_mbps,served_step_mb,queue_sum,blocked_rate,blocked_queue_cap_rate,blocked_timeout_rate,utilization,fairness
174.0,693.5397189737278,570.1509740269007,151.56929819505044,151.56929819505046,18.946162274381308,55,0.7345505617977528,0.17696629213483145,0.5575842696629213,1.0,0.956464636574715
175.0,405.13822798365214,405.13822798365214,152.28553214505772,152.28553214505772,19.035691518132214,53,0.7356643356643356,0.17622377622377622,0.5594405594405595,1.0,0.9476402472916162
176.0,360.5950764852589,360.5950764852589,147.24884535345595,147.24884535345595,18.406105669181994,50,0.7409470752089137,0.17548746518105848,0.5654596100278552,1.0,0.954800699627307
177.0,196.52862604263112,196.52862604263112,148.80359676045765,148.80359676045765,18.600449595057206,51,0.7402777777777778,0.175,0.5652777777777778,1.0,0.934581308298714
178.0,728.7158220668748,294.03422973588664,147.12904425286766,147.1290442528677,18.39113053160846,50,0.7427385892116183,0.17565698478561548,0.5670816044260027,1.0,0.9564956353931029
179.0,261.5052448700196,31.66880210059312,155.05037877404482,155.05037877404484,19.381297346755606,49,0.7448275862068966,0.17655172413793102,0.5682758620689655,1.0,0.9748783451969464
180.0,1158.1138031667494,749.1933066481802,154.81948122090722,154.81948122090725,19.352435152613406,48,0.7452054794520548,0.1780821917808219,0.5671232876712329,1.0,0.9768278151327248
181.0,1165.9156024118092,999.8558713256991,156.04165397613065,156.04165397613065,19.50520674701633,50,0.7428571428571429,0.1782312925170068,0.564625850340136,1.0,0.9654830167413972
182.0,116.94735869869295,116.94735869869295,151.13221961764,151.13221961763998,18.891527452204997,50,0.7435549525101763,0.17774762550881953,0.5658073270013568,1.0,0.9502677170519576
183.0,203.58113992608313,203.58113992608313,157.70368731684968,157.70368731684965,19.712960914606207,49,0.7435897435897436,0.1767881241565452,0.5668016194331984,1.0,0.9435627361382065
184.0,0.0,0.0,154.6823947940228,154.6823947940228,19.33529934925285,46,0.747638326585695,0.1767881241565452,0.5708502024291497,1.0,0.9718816349602722
185.0,900.4170554776368,900.4170554776368,154.1374088038385,154.1374088038385,19.267176100479812,49,0.7453083109919572,0.17560321715817695,0.5697050938337802,1.0,0.9467010043947337
186.0,547.5478377257838,547.5478377257838,153.1873409515273,153.1873409515273,19.14841761894091,47,0.7459893048128342,0.1751336898395722,0.570855614973262,1.0,0.9583336930063251
187.0,652.4239918236176,652.4239918236176,152.58367267528072,152.58367267528072,19.07295908441009,48,0.7446808510638298,0.17420212765957446,0.5704787234042553,1.0,0.9631828143885129
188.0,528.7516552415444,346.4932987910805,153.2998360994952,153.2998360994952,19.1624795124369,47,0.7470198675496689,0.17483443708609273,0.5721854304635762,1.0,0.9589489028010992
189.0,783.0022850056781,783.0022850056781,147.5706281689377,147.5706281689377,18.446328521117213,52,0.7411300919842313,0.17345597897503284,0.5676741130091985,1.0,0.9506434223358934
190.0,301.29276963036517,301.29276963036517,146.0947640332993,146.09476403329933,18.261845504162416,52,0.7408376963350786,0.17277486910994763,0.5680628272251309,1.0,0.9769006624255625
191.0,1045.06759993489,607.7048351315299,146.90964780010415,146.90964780010415,18.36370597501302,52,0.7408854166666666,0.17317708333333334,0.5677083333333334,1.0,0.9668406397133253
192.0,212.4309629038973,212.4309629038973,148.80536970057693,148.80536970057693,18.600671212572117,53,0.7392996108949417,0.17250324254215305,0.5667963683527886,1.0,0.9435155989510451
193.0,49.04138919486478,49.04138919486478,147.56288306029407,147.56288306029407,18.44536038253676,50,0.7422279792746114,0.172279792746114,0.5699481865284974,1.0,0.9628423459537255
194.0,1023.4339236132435,1023.4339236132435,148.03720740871634,148.03720740871637,18.504650926089546,53,0.7403598971722365,0.17095115681233933,0.5694087403598972,1.0,0.9567648899659469
195.0,602.4141474470213,602.4141474470213,149.47926730814083,149.47926730814083,18.684908413517604,52,0.7410256410256411,0.17051282051282052,0.5705128205128205,1.0,0.9412531840376615
196.0,408.39136345519034,408.39136345519034,148.63175808338207,148.6317580833821,18.578969760422762,52,0.7385204081632653,0.16964285714285715,0.5688775510204082,1.0,0.9526962845505366
197.0,1808.314132070565,1184.155857991257,147.97191691161635,147.97191691161635,18.496489613952043,55,0.7373737373737373,0.1717171717171717,0.5656565656565656,1.0,0.9640590971717612
198.0,924.7343631522632,924.7343631522632,148.80170874683668,148.8017087468367,18.60021359335459,60,0.7330827067669173,0.17042606516290726,0.5626566416040101,1.0,0.9531201739618208
199.0,317.6210441395381,317.6210441395381,149.27482702055113,149.27482702055113,18.65935337756889,61,0.73125,0.17,0.56125,1.0,0.9492187511806046
